,name,screen_name,followers_count
123,小笠原 浩【坂出市議会議員】,@oga1227,524
124,山野井隆,@yamanoitakashi,505
125,島貫 宏幸,@hiroyukishiman1,504
126,二井 くみよ (横浜市会議員・磯子区),@futaikumiyo,500
127,とみやま勝之(冨山勝之)常総市,@tomiyama_ka,498
128,菊池大二郎 山形県議会議員 Kikuchi Daijiro,@KikuchiDaijiro,483
129,松本れいこ（福岡市西区・国民民主党）,@reiko_mtsmt,483
130,国民民主党福井県総支部連合会,@kokumin_fukui,465
131,高安ひろあき（茨城県議会議員),@Takayasuhiro329,464
132,福田とおる@国民民主党愛知県第16区総支部長,@Toru_Fukuta,459
133,前田強【国民民主党公認候補予定者、高知県議会、高知市区】,@maetsuyoshi,459
134,ちょうなん貴則（国民民主党『墨田区』政策委員）,@Takanori_Chonan,456
135,白岩正三,@shiraiwa_net,450
136,いど裕子@丸亀市,@yuuko_i10,443
137,おちたつや（越智 辰哉）,@ochitatsuya0711,439
138,谷  健一,@kenitani,422
139,七戸じゅん,@jun_shichinohe,398
140,国民民主党 千葉県総支部連合会,@kokumin_chiba,397
141,いしいともえ【衆議院・愛媛１区】国民民主党,@t_kakuda,375
142,大足　光司,@koji_oashi,374
143,軽石義則,@karuishi_y,370
144,中村 けいすけ / 福岡県福津市議会議員,@ksk_0910,368
145,山口だいすけ🌟現役ケアマネ議員|東かがわ市議会議員|東かがわ市議会議員選挙を若者と考える|,@daisuke_giin,368
146,矢野　じゅんいち（行橋市議会議員）,@jyano521,363
147,二川 ひでとし (茨城県議会議員),@hide_futakawa,363
148,国民民主党宮崎県連（公式）🐰🥭,@kokumin_myzk,360
149,川北まさる（川西市議会議員）,@Kawakita_Masaru,357
150,中野洋一,@nakanoYo_1,349
151,国民民主党山口県連,@kokumin_ymgc,340
152,桜井けんいち＠かすみがうら市,@kennichisakurai,335
153,かねとうゆかり応援隊【香川県議会・国民民主党公認候補予定者】,@yukarikanetou,327
154,山木由美　高畠町議会議員,@YumiYamaki107,325
155,佐藤泰樹,@satoyasuki7,323
156,ときざき直行＠国民民主党品川区政策委員,@TokizakiNaoyuki,312
157,沼田友紀(ぬまたゆき)@宇多津　国民民主党公認候補として宇多津町議会に挑戦予定🐰,@yukinumatautazu,311
158,国民民主党茨城県連,@kokuminibaraki,305
159,小幡憲仁,@obatanorihito,302
160,河井 昭成,@kawai_akinari,296
161,助川さとる,@Sukegawa_satoru,294
162,吉田しゅんすけ@芦屋市政に挑戦,@shyonchi,293
163,こがゆ康弘,@yasuhirokogayu,290
164,坂本勝司 | 国民民主党・横浜市会議員( 戸塚区 ) | 選挙ドットコム更新中,@gutsdego,289
165,松田みゆき/国民民主党　大野城市議,@MiyukiMatuda,289
166,石田たくなり【防府市議･国民民主党】,@takunari_ishida,283
167,百武啓二,@hyakukei,281
168,加藤まさのぶ@国民民主党公認候補予定者(新居浜市議会),@estakihabu,280
169,田中えりか | 千代田区政策委員 | 国民民主党,@_tanakaerika_,276
170,岩佐まさし［国民民主党兵庫県連・統一地方選挙2023］,@marboyanbo,275
171,島津哲也（国民民主党熊本県連幹事長）,@shimazutetsuya6,275
172,珍部芳裕,@chimbeyoshihiro,272
173,浜岡　ひろき,@hamaoka_hiroki,272
174,五味のぶあき（香川県観音寺市議会議員）,@gomi1980,271
175,きど かおり,@kaori_kokumin,270
176,早川ひろのり,@hiro_0202aq,266
177,原田たかき　国民民主党豊島区政策委員,@harada_tsm22,262
178,宮原ひろみ／横浜市港南区　県政担当,@miyahara_hiro,258
179,いのつめ正太@国民民主党,@shota_inotsume,253
180,大貫はなこ🌷(台東区政策委員・国民民主党),@hanako_onuki,250
181,ひぐま　慈,@itsukihiguma,242
182,高山たいぞう,@bunkyotaizo,239
183,片野　ひろたか（片野広隆:川越市議会議員）,@katano_36,236
184,今井みちえ,@MICHIEIMAI,235
185,永野あつこ,@atsuko_call,228
186,国民民主党鹿児島県総支部連合会,@dpj_kagoshima,223
187,田中知久,@tomohisa_tanaka,222
188,髙橋とおる,@0312_toru,217
189,いしざとあつや 国民民主党 大田区政策委員,@ATSUYA_SEIJI,209
190,国民民主党三重県連,@kokumin_mie,206
191,弓洋子_福岡市政に挑戦_中央区_国民民主党,@fxI8dS0hrIw6lyl,204
192,さいとう英彰(茨城県議会議員),@Saitou_424,204
193,奥谷 崇(土浦市議会議員),@ELkDWoHH4sVMMD9,202
194,すだ一行　国民民主党・藤沢市政担当【人づくりこそ、街づくり】,@sudakazuyuki,200
195,森山博行（鹿児島市）国民民主党鹿児島県連副幹事長,@lpSaWpiOJwz6uqd,198
196,山口たかゆき,@takayuki_ngsk,190
197,西岡よしたか　国民民主党　横浜市泉区から神奈川県議会に挑戦,@osunishiokades,190
198,つづきまりこ,@inzai_mariko,185
199,前野まみこ,@maenomamiko,173
200,片谷洋夫（青梅市議会議員）,@HirooKataya,169
201,鈴木あきのぶ 川崎市高津区 【国民民主党】,@akinobu593,164
202,竹俣 朋(たけまた とも),@ImlILWLwgsC8Ufk,160
203,はまぞえけいすけ濱添桂輔【厚木市】国民民主党公認候補予定者,@Keisuke_Hamazoe,157
204,金野たかやす,@kinno_takayasu,157
205,かねとうゆかり（国民民主党）,@kanetououentai,155
206,石渡ゆきお,@ishiwata_yukio,147
207,池永ゆうき@大阪狭山市,@ikenaga1987,144
208,米田優　国民民主党　高松市　市政委員,@TWNapoli,140
209,浦川まさみ（香川県坂出市・国民民主党公認候補予定者）,@urakawamasami,132
210,京都の国民民主党🔥,@kokumin_kyoto,129
211,大沢のぼる,@osawanoboru,127
212,工藤ゆきこ　国民民主党公認候補予定者【浦安市議会】,@Yukiko_Kudo281,127
213,石渡ゆきこ（弁護士）,@y_ishiwatari,126
214,土肥こうすけ,@doikousuke,123
215,小林ひろふみ,@Kobayashi1623,122
216,国民民主党 奈良県総支部連合会,@newkokuminnara,120
217,とく山れいこ(国民民主党大田区政策委員),@reikotokuyama,117
218,東大和市@石田しょうたろう25歳の挑戦,@25_ishida,113
219,酒井常雄,@sakai_tsuneo__,111
220,向山好一(兵庫県議会議員),@mukoyama_kobe,108
221,秋吉智紀＠福岡移住,@akiyoshi1625,107
222,丸山純 国民民主党【猪名川町議会議員】,@JunMaru22592427,107
223,かねとうゆかり後援会（国民民主党香川県議会議員補欠選挙公認候補予定者）,@kanetou55,106
224,森井もとし,@motoshimorii,106
225,佐藤あきお(水戸市議会議員),@satoakio310,106
226,岡田光正,@sizuoka35bank,103
227,小名木いさと,@isato_konagi,101
228,すずき みゆき【山形県議会議員立候補予定】,@suzukimiyuki701,98
229,国民民主党岡山県総支部連合会,@kokumin_okayama,91
230,大東市議会議員 みずおち康一郎,@kou_mizuochi,91
231,日髙しょういち　国民民主党公認🎊延岡市議を目指します❗,@hidakasho8,91
232,さいとう俊一郎：山形県議会議員選挙東根市区,@Shunichirou_S,90
233,国民新潟,@n7e0jof,90
234,伊藤あんな,@itoanna107,85
235,吉尾 卓也 (よしお たくや) ／ 高槻市,@TakuyaYoshio,79
236,三木由美子,@mikisanuki2023,75
237,鈴木よしひろ,@yosshisuzuki,74
238,うえぞの晋介,@uechannel249,71
239,神田みほ,@KandaMihokms,68
240,中村かずひと,@1orlxjTuNSHD5Ww,66
241,橋本直久,@nh19911991,64
242,国民民主党とやま,@kokumin_toyama,62
243,小原かずき,@Oharakazuki309,56
244,駒場昭夫,@KzAGu2ES5XwFYUI,54
245,竹内淳太郎,@juntarotakeuchi,52
246,林たけろう(国民民主党党員),@taueta77,46
247,堀川秀樹,@z7BJTtv5ZyaZP0i,44
248,高橋りょうま,@ryoma_mino,41
249,黒木あきみつ,@akimitsukurogi,41
250,堀川秀樹,@3inE5enMJrYHSf5,40
251,松田みねゆき,@matsudamineyuki,38
252,坂上昭栄,@sakagamishoei,36
253,北上あきひと,@kitaue_akihito7,31
254,参議院議員 上田清司,@FeFQFsgref5wS6U,29
255,ながの　ひろひさ,@naganohirohisa,23
256,石原せいじ,@ishiharaseiji21,21
257,富田昭雄,@bdxSvtQ8nQ1f7BE,16
258,川端達夫,@ttkawa7,14
259,中村久信,@BVd5wh9e90eA5mj,11
260,黒田教太,@kyota0498,6
261,足立ひでき元横浜市会議員,@hide_ytr,6
262,草川ただし事務所,@kusakawajimusho,6
263,下田英樹,@LbtKqwBMbZFMnyy,5
264,春野慶司,@G1i9olE3i1NIWsA,4
