,user_id
809,1226214377851764736
810,1147690981514285057
811,948461066794618880
812,756096365843746816
813,1370036496804188161
814,2436996582
815,803924017606377472
816,1380400597749231616
817,1367724407293046790
818,781787036378210305
819,871573957
820,2755431313
821,141884973
822,12221222
823,1381746999796453380
824,2704023356
825,3268834716
826,250313025
827,1232625806741889024
828,1131833810
829,2315267724
830,298932510
831,1213660091049594880
832,1124268077300862977
833,1090458120646647810
834,1076370120090349568
835,1265180177748787200
836,1161853424373133313
837,151376202
838,779129281070796801
839,1346073467913871361
840,1327925318716334091
841,785611716155498500
842,1063425226833162240
843,3824483780
844,4783146517
845,1346640496148451328
846,716627382858219520
847,1233765835488890882
848,2817200960
849,1319594942117728258
850,722055411331768320
851,1103550460336590848
852,987627790433304577
853,1131817845984120832
854,99263661
855,1040181316640112640
856,1194891622078484481
857,1260368109388480512
858,1325353655751507969
859,1321709451204730882
860,397920135
861,1299571825517539328
862,1372160665297645572
863,861563334792957952
864,1183760337742356481
865,1311976470307192837
866,791308963757248512
867,1303641853376380929
868,1207191154346692608
869,729610417
870,1211908971847548928
871,1258647419383775232
872,1301569117439184897
873,99670729
874,737769376128995328
875,1081708358732632064
876,99050532
877,1286686954847760384
878,718654904844222464
879,2262591259
880,1139762555432271873
881,475595534
882,1241916265712607233
883,1061857035665305600
884,1334683087465115648
885,1089021351145304065
886,952155699215134720
887,1371337012188385282
888,3114041257
889,1028812476714872832
890,1096399907605204993
891,1857552354
892,1368602952915546113
893,17349381
894,506088580
895,1069146708146192384
896,162383294
897,1298996444238450695
898,124753538
899,203219232
900,386538440
901,1293079224509579264
902,1024960387098112001
903,1286536542169657344
904,705539763349164032
905,36912323
906,1322738212289142784
907,1250615798206365696
908,1348182289683869696
909,1326386699530874880
910,2575003483
911,190576580
912,1212706715642155010
913,1353991098461425664
914,797840198851665920
915,1313799260228349952
916,1331074867089686528
917,109402637
918,115967794
919,1213416016325140480
920,1254265222237270016
921,1237270143228493825
922,1190386250064310272
923,707546367590141956
924,1286830629330407424
925,2536304652
926,1159068598083547137
927,1343652507516604416
928,194848116
929,1259091440761663490
930,923844659205378048
931,961544622806917121
932,19284888
933,381891512
934,1357925717980315650
935,2906653003
936,1254928297927954432
937,1311649939697537024
938,1206965082082574336
939,873369775
940,3305295139
941,46913066
942,1318190993275908098
943,1185795408867409921
944,874603406106673152
945,1101393160595431424
946,1357236540263391233
947,838388000610377728
948,1099285271755911170
949,1335920690
950,1723636572
951,1189664778844688384
952,884058705905369089
953,940953106161868802
954,1039896458705563649
955,95009895
956,132530402
957,1219880325225963520
958,1326861333971693568
959,703969390950133761
960,954586754605985792
961,1052130733211303937
962,134106791
963,1353143457867390976
964,1344112476472807426
965,1021273151735357440
966,1354804366742491140
967,3301376976
968,1105806205383905280
969,881409991000772609
970,1253432627836542978
971,732567636807028737
972,2488059066
973,182333674
974,89153835
975,69008611
976,1271368509767905280
977,2176293996
978,959311711969861633
979,88426605
980,1037473497881042945
981,1351012158759448579
982,1173876781054492672
983,944517941747318784
984,1018072155534254080
985,109291638
986,1182633343369695232
987,1342761026031259652
988,96373313
989,1108705900930318336
990,1139627226
991,1320664646039134209
992,795986359299125248
993,70679702
994,1350458063291965440
995,1342792712605507584
996,1163428568702976000
997,1280505216325029889
998,1302616511543033858
999,1234022406483693570
1000,1226585278581624832
1001,200861948
1002,1231239171022262274
1003,914386390204297217
1004,1239383293272813575
1005,1196239012022738944
1006,728276368765517824
1007,1095635786953682944
1008,2436623508
1009,1305529603792855042
1010,259579721
1011,1091113996675997696
1012,1069958681758859265
1013,1344565787047038977
1014,1161854604738355200
1015,1175546808002416640
1016,1231444422107099136
1017,166574518
1018,1300806074543472640
1019,1258934027907510273
1020,1164930764024115200
1021,93803406
1022,1263735843530797057
1023,793578164375154698
1024,1285338493208518656
1025,1213998820226301953
1026,1284841376073433088
1027,478719772
1028,705009924690956288
1029,1105068324612759552
1030,1091572854687035393
1031,4543114284
1032,1307662212920565760
1033,1192656055328624640
1034,3014058284
1035,1067924323
1036,1001849975490277376
1037,1132119708239421441
1038,843235740
1039,2857634372
1040,1330707273186897921
1041,801013622142955520
1042,983239939952230401
1043,1304271808477032448
1044,2513907192
1045,1088800986
1046,2864921003
1047,877961884388831232
1048,1191991609899941888
1049,1156169021269561350
1050,1208948578653065216
1051,1281400922380201986
1052,1323955652339773440
1053,171012994
1054,1309594568241770496
1055,1309804977024450560
1056,1141965928092950528
1057,1075794524688056320
1058,175409608
1059,923920753212325888
1060,760086172265619456
1061,121751551
1062,993065151317200897
1063,1324329677519945730
1064,920962282326179840
1065,712720356587364353
1066,820587780661067776
1067,937278258550210560
1068,1253183190841167873
1069,1228991691421442050
1070,1225041943354232833
1071,1586270586
1072,1252116808452075520
1073,1107977981689913344
1074,1024217196313030662
1075,1310958359772835842
1076,1037134675364331520
1077,1233013932916264963
1078,1202963705366904832
1079,1272542616395997184
1080,15822191
1081,1212873815333539840
1082,479746935
1083,1316648871750057984
1084,1326474452486422528
1085,763221217675386884
1086,1319654736212021248
1087,1183248159046193152
1088,1154690841241243649
1089,1052042342331375616
1090,1072713583580991488
1091,914307830378782720
1092,714229506492346368
1093,147146147
1094,1239483003417419777
1095,2974822094
1096,1305779629307777024
1097,1319231891527131137
1098,1255851462506110981
1099,1135196273617690624
1100,925972172723519488
1101,1228525844286455808
1102,1161240710663720960
1103,349723122
1104,1242532516449251328
1105,3185523811
1106,967200592043978756
1107,1260788557053956096
1108,1100608741643214848
1109,1252572893382234119
1110,1310921283903746049
1111,112917691
1112,1278316660298887169
1113,148261640
1114,1259649140666953728
1115,735082720632541184
1116,1309517009911128064
1117,1148572056033878016
1118,860697332828045312
1119,15081182
1120,3322367652
1121,1185133762650095616
1122,1173695309769142272
1123,189884350
1124,1292376047300702211
1125,1178695968918626310
1126,1240538835835973632
1127,1308806250541457408
1128,1305340041636409344
1129,958179187231084544
1130,1142929943124312064
1131,3182275076
1132,1135729429
1133,1305032529431257089
1134,994496151788257280
1135,99674560
1136,1294146592132349952
1137,253382375
1138,1197370415301066752
1139,1461823428
1140,1300696616714731520
1141,880452620728414208
1142,1294493239509041153
1143,1293624848434917381
1144,563438203
1145,916590859088314369
1146,1242153048488554498
1147,3267934093
1148,2780824628
1149,1306539491260211200
1150,1259058143406944256
1151,1298972840905945093
1152,2839537399
1153,110988637
1154,1226352878295502849
1155,725154641747435520
1156,1134976385091432448
1157,3131243261
1158,1303592776823574530
1159,778890246062682112
1160,2877332862
1161,795188519115358208
1162,1202484944
1163,85614978
1164,310735771
1165,1291876490099884033
1166,1300471326512164864
1167,1173537356747612160
1168,1111232571579355138
1169,1159794084132769793
1170,1241340658461208577
1171,2995939670
1172,219297826
1173,1015833287833481218
1174,114073126
1175,2415478665
1176,1294105665913237504
1177,1256181846523752450
1178,1103582386061598721
1179,1110711337082982400
1180,1149649880610045953
1181,1152104892737081345
1182,1023121195070177280
1183,792775704
1184,919860067104563205
1185,3071677880
1186,1265460724463214592
1187,3017347494
1188,1276037605126098944
1189,920256931163283457
1190,1163462452983418880
1191,1154020563913850881
1192,221717159
1193,1183963909314600962
1194,1236604417849221123
1195,950185535263289344
1196,853550857433956352
1197,102010317
1198,386950389
1199,1278312784627826688
1200,1157095086733185030
1201,933207040263991296
1202,1122430818696122368
1203,769173776
1204,4693328959
1205,1281524741656817664
1206,1136575202286919680
1207,1158018381829701633
1208,1027740346875138048
1209,1176537414434619394
1210,265938701
1211,136608176
1212,4715331630
1213,1100978916481630208
1214,300025404
1215,866256782666092547
1216,709167983906545664
1217,610478096
1218,1175065816284323840
1219,121350784
1220,2929616936
1221,1129524052320591872
1222,1041704228299825152
1223,1281758037540143104
1224,777843665838362626
1225,15339816
1226,2793747442
1227,1134979394517102592
1228,1265892437328683008
1229,965190773535793153
1230,1140734061238898688
1231,886407361996312576
1232,90998672
1233,265509405
1234,3270878251
1235,1259999673504292864
1236,926144743314038784
1237,69548261
1238,3889631
1239,1280504610000699392
1240,883991271647215616
1241,77951057
1242,64894165
1243,1087409101443719168
1244,117017233
1245,726962885461602304
1246,919109524669186048
1247,1275606499314679808
1248,1483698792
1249,87584463
1250,464271696
1251,883199049632841728
1252,820885485237059586
1253,1151454760710496257
1254,748371724387901445
1255,1092662974722895872
1256,1141952118368034818
1257,1227437320745472001
1258,3152021906
1259,119289466
1260,1276510952276455424
1261,846317267071643649
1262,1149941993130168321
1263,1074532372790403073
1264,1237714281308643333
1265,976421368890671104
1266,941799123283349504
1267,855029631656775680
1268,813885289504477185
1269,3387993914
1270,851420515243773952
1271,429739147
1272,1247803049772384257
1273,1143796061166641152
1274,1235178082643759104
1275,1205846777456316416
1276,711549592265842688
1277,3129679706
1278,1293639205
1279,1259187261389762560
1280,1260354844885311489
1281,922010185635213317
1282,153083511
1283,822474711124672513
1284,133334386
1285,1051376264647389185
1286,1192053878834941952
1287,1156469842527920129
1288,1015240565900730373
1289,1266837203600027648
1290,1352118355
1291,251645366
1292,1244751941927727105
1293,912180140708315137
1294,1058346568288415744
1295,1002888389014650880
1296,1138798744793542656
1297,1082259978088460288
1298,1035550163811463168
1299,1227389627675185152
1300,1257968660158636035
1301,875765725
1302,1132191489776185344
1303,852487470
1304,1205114938861051906
1305,1577808324
1306,216763164
1307,828986055357394945
1308,1149221558793019392
1309,1246957655463084034
1310,1227226685113688066
1311,634575057
1312,1265651843985629185
1313,77646415
1314,113845422
1315,2302030674
1316,109818843
1317,130671955
1318,147792026
1319,632000561
1320,1147672277741211650
1321,1111639395508150276
1322,1195696365910642688
1323,1129722598147940352
1324,1210914213415141376
1325,1244525901758386176
1326,1265250478553804802
1327,1251457888695881731
1328,1092413754824773632
1329,1260099037539168256
1330,1250275617209110530
1331,1170170958541447169
1332,1206733132247924737
