,name,screen_name,followers_count
33,あさの克彦　埼玉4区 #比例は国民民主党,@katsuhikoasano,2488
34,竹詰 ひとし（参議院議員・比例代表選出）,@Takezume_H,2404
35,山崎まや,@YamazakiMaya,2347
36,鈴木あつし｜国民民主党・衆議院議員,@suzukiatsushi_,2171
37,Kisuzu 🎀 淀きすず【ガールズユニットMEiSM】【 国民民主党 #東かがわ市 】,@Kisuzu_udon,2135
38,大田京子／国民民主党福岡県連 代表,@kyoko_ohta,2089
39,伊藤ひでお(岐阜県議会議員 可児市・御嵩町・国民民主党),@hideo_ito,2011
40,吉村大志郎（旧Shiro）_宮崎県議選2023・国民民主党公認候補予定者,@Shiro117385631,1984
41,嘉田由紀子,@kadayukiko,1983
42,はが道也（芳賀道也）＠山形,@hagamichiya,1947
43,いそざき哲史（国民民主党　参議院議員）,@IsozakiTetsuji,1922
44,見矢木すえん_横浜市神奈川区 国民民主党から令和5年横浜市政改革に挑戦,@Miyagi_Suen,1914
45,中谷あやの🐰国民民主党公認候補予定者🐰船橋市議会,@nakataniayano,1900
46,榎本れい🐰国民民主党公認候補予定者(千葉県議会議員選挙),@ReiEnomoto,1888
47,岡野純子　国民民主党千葉県第5区総支部 総支部長,@junko_okano,1847
48,橋本みきひこ:千葉県議会議員選挙成田市選挙区,@Hashimoto_Mkhk,1634
49,いそべ 裕和【千葉県議４期・国民民主党】,@hiro914,1606
50,長谷川たかこ,@hasegawa_takako,1589
51,国民民主党東京都連,@dpfptokyo,1582
52,みさわひろと@2023長岡市議会に挑戦！,@New__wind,1545
53,坂元ゆうき【国民民主党】@目黒区,@rurukisakamoto,1433
54,浜野よしふみ（参議院議員・比例代表選挙選出）,@hamanoyoshifumi,1424
55,あべ力也(世田谷区議会議員),@abe_rikiya,1329
56,高沢かずもと,@takazawa1,1321
57,岩田 浩岳@島根県議会議員,@IwataHirotaka,1309
58,国民民主党・大阪府連,@kokumin_osaka,1235
59,中山真珠🫧【静岡市清水区】,@shinju_nakayama,1211
60,さとう由美（国民民主党衆議院東京第24区総支部長）DPFP衆議院候補予定者,@yumibetterworld,1193
61,うすきひでたけ／国民民主党北海道連代表,@hide_usuki,1169
62,関口太一,@SekiguchiTaichi,1131
63,国民民主党北海道総支部連合会,@KokuminHokkaido,1100
64,国民民主党山形県連,@gokokuminymgt,1048
65,恒吉ひろゆき🐰国民民主党公認・市議にチャレンジ,@nakahi,1031
66,石黒たつお（練馬区議会議員　国民民主党）,@ishiguronerima,998
67,足立信也と安心な日本を創る会,@shinya8484,958
68,榎本あゆみ＠港区議会議員,@enoayu_minato,947
69,超国民民主党滋賀県連★ミ,@dpfp_shiga,943
70,山根ふみ子-埼玉県議会議員（川越選出/埼玉民主フォーラム）,@yamanefumikogm1,926
71,国民民主党島根県総支部連合会,@dpfp_shimane,917
72,友保 陽子/Yoko Tomoyasu,@tomoyan_yoko,913
73,ひちわ真理子🐰国民民主党　八千代市議会議員,@mariko_hichiwa,902
74,国民民主党栃木県総支部連合会,@dp_tochigi,900
75,元衆議院議員　高橋みほ(高橋美穂),@mihojimukyoku,894
76,小牧市議会議員 小川まゆみ,@mayumi_ogawa,890
77,鈴木ゆうま（国民民主党　西東京市議会議員）,@suzuki_yuma1009,872
78,梶原英樹🔥 山科の未来へ出発進行🚃,@kajiwarahideki,856
79,黒田太郎@愛知県議会議員【公式】,@kuroda__taro,856
80,国民民主党香川県総支部連合会,@kagawakokumin,843
81,国民民主党和歌山県総支部連合会,@minshuwakayama,811
82,国民民主党長崎県連,@kokumin_ngsk,806
83,鴇田敦,@tokita812,805
84,吉野正人(目黒区議会議員),@yoshinomasato,804
85,岩崎さやこ(国民民主党東久留米市政策委員),@IwasakiIwamo,795
86,国民民主党神奈川県総支部連合会,@kokumin_kng,783
87,「わたなべひろゆき」オネエでもやれば出来る‼️,@one_ehime,780
88,小椋直樹(野田市会議員),@NaokiOgura_noda,773
89,福岡県議会議員 守谷正人,@masatomoriya,720
90,鎌田やすはる＠国民民主党 和光市政策委員,@KamadaYasuharu,703
91,😃国民民主党 濱田知明　東京都北区政策委員,@kokuminhodo,695
92,国民民主党宮崎県連_第1区総支部@宮崎市,@dpfpmiyazaki1,694
93,おくだ晋一☀️国民民主党公認候補予定者【名古屋市西区】,@okuda_shinichi,691
94,長友しんじ,@nagatomoshinji,686
95,興津秀憲（おきつひでのり）,@okitsutokyo,670
96,中野ヘンリ【国民民主党🐰　江戸川区議会議員候補予定者】,@Henry66239746,658
97,丹野みどり,@tannomidori,651
98,野田きよし @国民民主党福岡県連 (福岡市博多区担当) - 市政に挑戦!!,@kokumin_kuma,645
99,国民民主党福岡県連,@kokumin_fukuoka,632
100,流山市議 藤井としゆき,@fujii_toshiyuki,624
101,国民民主党愛知県総支部連合会,@kokumin_aichi_,609
102,黒澤三千夫,@kurokumagaya,591
103,国民民主党山梨県連,@minshin_y,589
104,はぎわら一樹　国民民主党公認候補予定者【船橋市議会】,@KHagi_Funabashi,585
105,国民民主党福島県総支部連合会,@f7SYmFBYMivVBCE,583
106,前川こうき【25歳　国民民主党🐰　高松市議会議員選挙　公認候補予定者】,@maekawa190,569
107,丸山幸一郎(広島市安佐南区),@maru_ko_enkai,558
108,国民民主党大分県連,@KokuminOita,556
109,国民民主党徳島県総支部連合会,@kokumin_tks,552
110,中村健太郎🐰国民民主党公認候補予定者【田原市議会議員選挙】,@nkm27,548
111,小川陽平＠国民民主党【札幌市中央区】,@yoheiogawa_DPFP,535
112,野村美穂,@nomuramiho3434,532
113,石田しんご（前品川区議会議員）,@Ishida_shingo51,531
114,山本 武志(敦賀市議会議員),@Yamatake914,509
115,山野井隆,@yamanoitakashi,503
116,あさおか志麻@国民民主党公認候補予定者(愛媛県議会),@mirailabo0913,503
117,島貫 宏幸,@hiroyukishiman1,496
118,国民民主党 国会情報,@DPFP_DietInfo,483
119,菊池大二郎 山形県議会議員 Kikuchi Daijiro,@KikuchiDaijiro,471
120,二井 くみよ (横浜市会議員・磯子区),@futaikumiyo,469
121,高安ひろあき（茨城県議会議員),@Takayasuhiro329,465
122,とみやま勝之(冨山勝之)常総市,@tomiyama_ka,456
123,松本れいこ（福岡市西区・国民民主党）,@reiko_mtsmt,452
124,小笠原 浩【坂出市議会議員】,@oga1227,451
125,白岩正三,@shiraiwa_net,449
126,国民民主党福井県総支部連合会,@kokumin_fukui,448
127,おちたつや（越智 辰哉）,@ochitatsuya0711,431
128,前田強【国民民主党公認候補予定者、高知県議会、高知市区】,@maetsuyoshi,425
129,軽石義則,@karuishi_y,371
130,国民民主党 千葉県総支部連合会,@kokumin_chiba,368
131,大足　光司,@koji_oashi,368
132,いしいともえ【衆議院・愛媛１区】国民民主党,@t_kakuda,366
133,二川 ひでとし (茨城県議会議員),@hide_futakawa,353
134,いど裕子,@yuuko_i10,352
135,矢野　じゅんいち（行橋市議会議員）,@jyano521,340
136,国民民主党宮崎県連（公式）🐰🥭,@kokumin_myzk,338
137,川北まさる（川西市議会議員）,@Kawakita_Masaru,338
138,国民民主党山口県連,@kokumin_ymgc,337
139,中村 けいすけ / 福岡県福津市,@ksk_0910,332
140,かねとうゆかり応援隊【香川県議会・国民民主党公認候補予定者】,@yukarikanetou,327
141,山木由美　高畠町議会議員,@YumiYamaki107,327
142,佐藤泰樹,@satoyasuki7,325
143,福田とおる@国民民主党愛知県第16区総支部長,@Toru_Fukuta,325
144,谷  健一,@kenitani,319
145,国民民主党茨城県連,@kokuminibaraki,302
146,山口だいすけ🌟東かがわ市議会議員,@daisuke_giin,297
147,沼田友紀(ぬまたゆき)@宇多津　国民民主党公認候補として宇多津町議会に挑戦予定🐰,@yukinumatautazu,289
148,ときざき直行＠国民民主党品川区政策委員,@TokizakiNaoyuki,288
149,助川さとる,@Sukegawa_satoru,288
150,河井 昭成,@kawai_akinari,286
151,こがゆ康弘,@yasuhirokogayu,276
152,早川ひろのり,@hiro_0202aq,274
153,珍部芳裕,@chimbeyoshihiro,273
154,きど かおり,@kaori_kokumin,265
155,石田たくなり【防府市議会議員】,@takunari_ishida,256
156,島津哲也（国民民主党熊本県連幹事長）,@shimazutetsuya6,252
157,加藤まさのぶ@国民民主党公認候補予定者(新居浜市議会),@estakihabu,244
158,坂本勝司 | 国民民主党・横浜市会議員( 戸塚区 ) | 選挙ドットコム更新中,@gutsdego,243
159,松田みゆき/国民民主党　大野城市議,@MiyukiMatuda,243
160,田中えりか | 千代田区政策委員 | 国民民主党,@_tanakaerika_,242
161,桜井けんいち＠かすみがうら市,@kennichisakurai,240
162,浜岡　ひろき,@hamaoka_hiroki,239
163,今井みちえ,@MICHIEIMAI,234
164,片野　ひろたか（片野広隆:川越市議会議員）,@katano_36,229
165,永野あつこ,@atsuko_call,227
166,高山たいぞう,@bunkyotaizo,221
167,国民民主党鹿児島県総支部連合会,@dpj_kagoshima,219
168,吉田しゅんすけ@芦屋市政に挑戦,@shyonchi,218
169,宮原ひろみ／横浜市港南区　県政担当,@miyahara_hiro,209
170,国民民主党三重県連,@kokumin_mie,206
171,さいとう英彰(茨城県議会議員),@Saitou_424,205
172,田中知久,@tomohisa_tanaka,204
173,岩佐まさし［国民民主党兵庫県連・統一地方選挙2023］,@marboyanbo,190
174,大貫はなこ🌷(台東区政策委員・国民民主党),@hanako_onuki,189
175,山口たかゆき,@takayuki_ngsk,188
176,奥谷 崇(土浦市議会議員),@ELkDWoHH4sVMMD9,182
177,ひぐま　慈,@itsukihiguma,179
178,弓洋子_福岡市政に挑戦_中央区_国民民主党,@fxI8dS0hrIw6lyl,169
179,原田たかき　国民民主党豊島区政策委員,@harada_tsm22,164
180,すだ一行　国民民主党・藤沢市政担当【子育て支援こそ、街づくり】,@sudakazuyuki,162
181,竹俣 朋(たけまた とも),@ImlILWLwgsC8Ufk,162
182,前野まみこ,@xstHLFBKcyHW7Wv,160
183,片谷洋夫（青梅市議会議員）,@HirooKataya,160
184,森山博行,@lpSaWpiOJwz6uqd,154
185,かねとうゆかり（国民民主党）,@kanetououentai,153
186,金野たかやす,@kinno_takayasu,149
187,つづきまりこ,@inzai_mariko,147
188,西岡よしたか　国民民主党　横浜市泉区から神奈川県議会に挑戦,@osunishiokades,147
189,鈴木あきのぶ 川崎市高津区 【国民民主党】,@akinobu593,142
190,はまぞえけいすけ濱添桂輔【厚木市】国民民主党公認候補予定者,@Keisuke_Hamazoe,130
191,大沢のぼる,@osawanoboru,130
192,石渡ゆきこ（弁護士）,@y_ishiwatari,121
193,小林ひろふみ,@Kobayashi1623,121
194,国民民主党 奈良県総支部連合会,@newkokuminnara,114
195,池永ゆうき@大阪狭山市,@ikenaga1987,108
196,森井もとし,@motoshimorii,106
197,かねとうゆかり後援会（国民民主党香川県議会議員補欠選挙公認候補予定者）,@kanetou55,104
198,米田優,@TWNapoli,101
199,佐藤あきお(水戸市議会議員),@satoakio310,100
200,すずき みゆき【山形県議会議員立候補予定】,@suzukimiyuki701,92
201,向山好一(兵庫県議会議員),@mukoyama_kobe,89
202,岡田光正,@sizuoka35bank,86
203,日髙しょういち　国民民主党公認🎊延岡市議を目指します❗,@hidakasho8,81
204,浦川まさみ（香川県坂出市・国民民主党公認候補予定者）,@urakawamasami,80
205,鈴木よしひろ,@yosshisuzuki,72
206,小名木いさと,@isato_konagi,72
207,うえぞの晋介,@uechannel249,71
208,石渡ゆきお,@ishiwata_yukio,65
209,三木由美子,@mikisanuki2023,60
210,中村かずひと,@1orlxjTuNSHD5Ww,60
211,駒場昭夫,@KzAGu2ES5XwFYUI,54
212,竹内淳太郎,@juntarotakeuchi,53
213,橋本直久,@nh19911991,48
214,堀川秀樹,@z7BJTtv5ZyaZP0i,42
215,黒木あきみつ,@akimitsukurogi,41
216,高橋りょうま,@ryoma_mino,41
217,堀川秀樹,@3inE5enMJrYHSf5,38
218,参議院議員 上田清司,@FeFQFsgref5wS6U,28
219,松田みねゆき,@matsudamineyuki,21
220,Toru Takahashi,@0312_toru,19
221,富田昭雄,@bdxSvtQ8nQ1f7BE,15
222,中村久信,@BVd5wh9e90eA5mj,11
223,下田英樹,@LbtKqwBMbZFMnyy,4
224,足立ひでき元横浜市会議員,@hide_ytr,4
225,春野慶司,@G1i9olE3i1NIWsA,3
