,name,screen_name,followers_count
128,国民民主党 千葉県総支部連合会,@kokumin_chiba,350
129,国民民主党宮崎県連（公式）🐰🥭,@kokumin_myzk,337
130,国民民主党山口県連,@kokumin_ymgc,333
131,川北まさる（川西市議会議員）,@Kawakita_Masaru,331
132,矢野　じゅんいち（行橋市議会議員）,@jyano521,330
133,佐藤泰樹,@satoyasuki7,330
134,山木由美　高畠町議会議員,@YumiYamaki107,329
135,かねとうゆかり応援隊【香川県議会・国民民主党公認候補予定者】,@yukarikanetou,321
136,中村 けいすけ / 福岡県福津市,@ksk_0910,310
137,国民民主党茨城県連,@kokuminibaraki,290
138,助川さとる,@Sukegawa_satoru,285
139,河井 昭成,@kawai_akinari,279
140,ときざき直行＠国民民主党品川区政策委員,@TokizakiNaoyuki,276
141,珍部芳裕,@chimbeyoshihiro,276
142,早川ひろのり,@hiro_0202aq,273
143,沼田友紀(ぬまたゆき)@宇多津　国民民主党公認候補として宇多津町議会に挑戦予定🐰,@yukinumatautazu,272
144,こがゆ康弘,@yasuhirokogayu,265
145,山口だいすけ🌟東かがわ市議会議員,@daisuke_giin,261
146,福田とおる@国民民主党愛知県第16区総支部長,@Toru_Fukuta,260
147,きど かおり,@kaori_kokumin,247
148,島津哲也（国民民主党熊本県連幹事長）,@shimazutetsuya6,237
149,今井みちえ,@MICHIEIMAI,236
150,石田たくなり【防府市議会議員】,@takunari_ishida,234
151,松田みゆき/国民民主党　大野城市議,@MiyukiMatuda,225
152,田中えりか | 千代田区政策委員 | 国民民主党,@_tanakaerika_,222
153,加藤まさのぶ@国民民主党公認候補予定者(新居浜市議会),@estakihabu,221
154,永野あつこ,@atsuko_call,221
155,浜岡　ひろき,@hamaoka_hiroki,219
156,国民民主党鹿児島県総支部連合会,@dpj_kagoshima,216
157,高山たいぞう,@bunkyotaizo,213
158,坂本勝司 | 国民民主党・横浜市会議員( 戸塚区 ) | 選挙ドットコム更新中,@gutsdego,211
159,国民民主党三重県連,@kokumin_mie,208
160,さいとう英彰(茨城県議会議員),@Saitou_424,202
161,田中知久,@tomohisa_tanaka,201
162,桜井けんいち＠かすみがうら市,@kennichisakurai,181
163,宮原ひろみ／横浜市港南区,@miyahara_hiro,176
164,山口たかゆき,@takayuki_ngsk,174
165,奥谷 崇(土浦市議会議員),@ELkDWoHH4sVMMD9,172
166,竹俣 朋(たけまた とも),@ImlILWLwgsC8Ufk,166
167,岩佐まさし［国民民主党兵庫県連・統一地方選挙2023］,@marboyanbo,161
168,大貫はなこ🌷(台東区政策委員・国民民主党),@hanako_onuki,152
169,弓洋子_福岡市政に挑戦_中央区_国民民主党,@fxI8dS0hrIw6lyl,151
170,ひぐま　慈,@itsukihiguma,150
171,森山博行,@lpSaWpiOJwz6uqd,148
172,前野まみこ,@xstHLFBKcyHW7Wv,147
173,かねとうゆかり（国民民主党）,@kanetououentai,145
174,金野たかやす,@kinno_takayasu,142
175,すだ一行　国民民主党・藤沢市政担当【藤沢市議選2023】,@sudakazuyuki,140
176,鈴木あきのぶ 国民民主党 川崎市【高津区】政策担当委員,@akinobu593,135
177,大沢のぼる,@osawanoboru,130
178,吉田しゅんすけ@芦屋市政に挑戦,@shyonchi,129
179,西岡よしたか(国民民主党　横浜市泉区県政担当),@osunishiokades,124
180,石渡ゆきこ（弁護士）,@y_ishiwatari,118
181,小林ひろふみ,@Kobayashi1623,112
182,はまぞえけいすけ濱添桂輔【厚木市】国民民主党公認候補予定者,@Keisuke_Hamazoe,112
183,原田たかき　国民民主党豊島区政策委員,@harada_tsm22,110
184,国民民主党 奈良県総支部連合会,@newkokuminnara,109
185,つづきまりこ,@inzai_mariko,108
186,森井もとし,@motoshimorii,106
187,かねとうゆかり後援会（国民民主党香川県議会議員補欠選挙公認候補予定者）,@kanetou55,104
188,池永ゆうき@大阪狭山市,@ikenaga1987,93
189,佐藤あきお(水戸市議会議員),@satoakio310,84
190,岡田光正,@sizuoka35bank,83
191,米田優,@TWNapoli,73
192,鈴木よしひろ,@yosshisuzuki,71
193,すずき みゆき【山形県議会議員立候補予定】,@suzukimiyuki701,69
194,駒場昭夫,@KzAGu2ES5XwFYUI,51
195,竹内淳太郎,@juntarotakeuchi,51
196,三木由美子,@mikisanuki2023,43
197,高橋りょうま,@ryoma_mino,39
198,黒木あきみつ,@akimitsukurogi,39
199,参議院議員 上田清司,@FeFQFsgref5wS6U,27
200,中村久信,@BVd5wh9e90eA5mj,11
201,春野慶司,@G1i9olE3i1NIWsA,2
