,name,screen_name,followers_count
125,国民民主党福井県総支部連合会,@kokumin_fukui,448
126,おちたつや（越智 辰哉）,@ochitatsuya0711,431
127,前田強【国民民主党公認候補予定者、高知県議会、高知市区】,@maetsuyoshi,425
128,軽石義則,@karuishi_y,371
129,国民民主党 千葉県総支部連合会,@kokumin_chiba,368
130,大足　光司,@koji_oashi,368
131,いしいともえ【衆議院・愛媛１区】国民民主党,@t_kakuda,366
132,二川 ひでとし (茨城県議会議員),@hide_futakawa,353
133,いど裕子,@yuuko_i10,352
134,矢野　じゅんいち（行橋市議会議員）,@jyano521,340
135,国民民主党宮崎県連（公式）🐰🥭,@kokumin_myzk,338
136,川北まさる（川西市議会議員）,@Kawakita_Masaru,338
137,国民民主党山口県連,@kokumin_ymgc,337
138,中村 けいすけ / 福岡県福津市,@ksk_0910,332
139,かねとうゆかり応援隊【香川県議会・国民民主党公認候補予定者】,@yukarikanetou,327
140,山木由美　高畠町議会議員,@YumiYamaki107,327
141,福田とおる@国民民主党愛知県第16区総支部長,@Toru_Fukuta,325
142,佐藤泰樹,@satoyasuki7,325
143,谷  健一,@kenitani,319
144,国民民主党茨城県連,@kokuminibaraki,302
145,山口だいすけ🌟東かがわ市議会議員,@daisuke_giin,297
146,沼田友紀(ぬまたゆき)@宇多津　国民民主党公認候補として宇多津町議会に挑戦予定🐰,@yukinumatautazu,289
147,ときざき直行＠国民民主党品川区政策委員,@TokizakiNaoyuki,288
148,助川さとる,@Sukegawa_satoru,288
149,河井 昭成,@kawai_akinari,286
150,こがゆ康弘,@yasuhirokogayu,276
151,早川ひろのり,@hiro_0202aq,274
152,珍部芳裕,@chimbeyoshihiro,273
153,きど かおり,@kaori_kokumin,265
154,石田たくなり【防府市議会議員】,@takunari_ishida,256
155,島津哲也（国民民主党熊本県連幹事長）,@shimazutetsuya6,252
156,加藤まさのぶ@国民民主党公認候補予定者(新居浜市議会),@estakihabu,244
157,松田みゆき/国民民主党　大野城市議,@MiyukiMatuda,243
158,坂本勝司 | 国民民主党・横浜市会議員( 戸塚区 ) | 選挙ドットコム更新中,@gutsdego,243
159,田中えりか | 千代田区政策委員 | 国民民主党,@_tanakaerika_,242
160,桜井けんいち＠かすみがうら市,@kennichisakurai,240
161,浜岡　ひろき,@hamaoka_hiroki,239
162,今井みちえ,@MICHIEIMAI,234
163,片野　ひろたか（片野広隆:川越市議会議員）,@katano_36,229
164,永野あつこ,@atsuko_call,227
165,高山たいぞう,@bunkyotaizo,221
166,国民民主党鹿児島県総支部連合会,@dpj_kagoshima,219
167,吉田しゅんすけ@芦屋市政に挑戦,@shyonchi,218
168,宮原ひろみ／横浜市港南区　県政担当,@miyahara_hiro,209
169,国民民主党三重県連,@kokumin_mie,206
170,さいとう英彰(茨城県議会議員),@Saitou_424,205
171,田中知久,@tomohisa_tanaka,204
172,岩佐まさし［国民民主党兵庫県連・統一地方選挙2023］,@marboyanbo,190
173,大貫はなこ🌷(台東区政策委員・国民民主党),@hanako_onuki,189
174,山口たかゆき,@takayuki_ngsk,188
175,奥谷 崇(土浦市議会議員),@ELkDWoHH4sVMMD9,182
176,ひぐま　慈,@itsukihiguma,179
177,弓洋子_福岡市政に挑戦_中央区_国民民主党,@fxI8dS0hrIw6lyl,169
178,原田たかき　国民民主党豊島区政策委員,@harada_tsm22,164
179,竹俣 朋(たけまた とも),@ImlILWLwgsC8Ufk,162
180,すだ一行　国民民主党・藤沢市政担当【子育て支援こそ、街づくり】,@sudakazuyuki,162
181,前野まみこ,@xstHLFBKcyHW7Wv,160
182,片谷洋夫（青梅市議会議員）,@HirooKataya,160
183,森山博行,@lpSaWpiOJwz6uqd,154
184,かねとうゆかり（国民民主党）,@kanetououentai,153
185,金野たかやす,@kinno_takayasu,149
186,西岡よしたか　国民民主党　横浜市泉区から神奈川県議会に挑戦,@osunishiokades,147
187,つづきまりこ,@inzai_mariko,147
188,鈴木あきのぶ 川崎市高津区 【国民民主党】,@akinobu593,142
189,大沢のぼる,@osawanoboru,130
190,はまぞえけいすけ濱添桂輔【厚木市】国民民主党公認候補予定者,@Keisuke_Hamazoe,130
191,小林ひろふみ,@Kobayashi1623,121
192,石渡ゆきこ（弁護士）,@y_ishiwatari,121
193,国民民主党 奈良県総支部連合会,@newkokuminnara,114
194,池永ゆうき@大阪狭山市,@ikenaga1987,108
195,森井もとし,@motoshimorii,106
196,かねとうゆかり後援会（国民民主党香川県議会議員補欠選挙公認候補予定者）,@kanetou55,104
197,米田優,@TWNapoli,101
198,佐藤あきお(水戸市議会議員),@satoakio310,100
199,すずき みゆき【山形県議会議員立候補予定】,@suzukimiyuki701,92
200,向山好一(兵庫県議会議員),@mukoyama_kobe,89
201,岡田光正,@sizuoka35bank,86
202,日髙しょういち　国民民主党公認🎊延岡市議を目指します❗,@hidakasho8,81
203,浦川まさみ（香川県坂出市・国民民主党公認候補予定者）,@urakawamasami,80
204,小名木いさと,@isato_konagi,72
205,鈴木よしひろ,@yosshisuzuki,72
206,うえぞの晋介,@uechannel249,71
207,石渡ゆきお,@ishiwata_yukio,65
208,中村かずひと,@1orlxjTuNSHD5Ww,60
209,三木由美子,@mikisanuki2023,60
210,駒場昭夫,@KzAGu2ES5XwFYUI,54
211,竹内淳太郎,@juntarotakeuchi,53
212,橋本直久,@nh19911991,48
213,堀川秀樹,@z7BJTtv5ZyaZP0i,42
214,高橋りょうま,@ryoma_mino,41
215,黒木あきみつ,@akimitsukurogi,41
216,堀川秀樹,@3inE5enMJrYHSf5,38
217,参議院議員 上田清司,@FeFQFsgref5wS6U,28
218,松田みねゆき,@matsudamineyuki,21
219,Toru Takahashi,@0312_toru,19
220,富田昭雄,@bdxSvtQ8nQ1f7BE,15
221,中村久信,@BVd5wh9e90eA5mj,11
222,足立ひでき元横浜市会議員,@hide_ytr,4
223,下田英樹,@LbtKqwBMbZFMnyy,4
224,春野慶司,@G1i9olE3i1NIWsA,3
