,name,screen_name,followers_count
0位 橋下徹,@hashimoto_lo,2690682
1位 河野太郎,@konotarogomame,2646463
2位 菅 義偉,@sugawitter,653248
3位 岸田文雄,@kishida230,645173
4位 蓮舫💙💛RENHO🇯🇵,@renho_sha,537157
5位 高市早苗,@takaichi_sanae,535170
6位 佐藤正久,@SatoMasahisa,517265
7位 れいわ 山本太郎 消費税廃止！住まいは権利！,@yamamototaro0,493495
8位 片山さつき,@katayama_s,291365
9位 玉木雄一郎（国民民主党代表）,@tamakiyuichiro,290380
10位 世耕弘成 Hiroshige SEKO,@SekoHiroshige,284722
